序号,城市,公司名称,公司类型,目标岗位,总分,入门友好度,注册资本,成立年,登记状态,BOSS搜索,智联搜索,电话/邮箱,投递方式,已确认岗位,是否在招,联系状态,备注
137,苏州,苏州艾雷朗特软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,49.0,100万人民币,2023,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E8%89%BE%E9%9B%B7%E6%9C%97%E7%89%B9%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E8%89%BE%E9%9B%B7%E6%9C%97%E7%89%B9%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
138,苏州,苏州繁硕集成系统工程有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,40.0,1200万人民币,2016,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E7%B9%81%E7%A1%95%E9%9B%86%E6%88%90%E7%B3%BB%E7%BB%9F%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E7%B9%81%E7%A1%95%E9%9B%86%E6%88%90%E7%B3%BB%E7%BB%9F%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
139,苏州,苏州柳凌软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,249.0,41.0,100万人民币,2015,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%9F%B3%E5%87%8C%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%9F%B3%E5%87%8C%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
140,苏州,苏州研创软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,249.0,38.0,500万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E7%A0%94%E5%88%9B%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E7%A0%94%E5%88%9B%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
141,苏州,苏州瑞云智服信息科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,248.0,46.0,810.3447万人民币,2021,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E7%91%9E%E4%BA%91%E6%99%BA%E6%9C%8D%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E7%91%9E%E4%BA%91%E6%99%BA%E6%9C%8D%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
142,苏州,苏州顺势智能物联网有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,49.0,200万人民币,2023,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E9%A1%BA%E5%8A%BF%E6%99%BA%E8%83%BD%E7%89%A9%E8%81%94%E7%BD%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E9%A1%BA%E5%8A%BF%E6%99%BA%E8%83%BD%E7%89%A9%E8%81%94%E7%BD%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
143,苏州,苏州谦玉软件开发有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,49.0,25万人民币,2018,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E8%B0%A6%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E8%B0%A6%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
144,苏州,苏州科腾软件开发有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,49.0,50万人民币,2020,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E7%A7%91%E8%85%BE%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E7%A7%91%E8%85%BE%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
145,苏州,苏州邦讯物联网科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,43.0,500万人民币,2013,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E9%82%A6%E8%AE%AF%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E9%82%A6%E8%AE%AF%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
146,苏州,苏州金峰物联网技术有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,43.0,3000万人民币,2015,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E9%87%91%E5%B3%B0%E7%89%A9%E8%81%94%E7%BD%91%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E9%87%91%E5%B3%B0%E7%89%A9%E8%81%94%E7%BD%91%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
147,苏州,苏州恒力系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,43.0,1000万人民币,2020,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%81%92%E5%8A%9B%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%81%92%E5%8A%9B%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
148,苏州,苏州宜感物联网科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,243.0,46.0,300万人民币,2015,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%AE%9C%E6%84%9F%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%AE%9C%E6%84%9F%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
149,苏州,苏州企信联盟信息科技（集团）有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,243.0,29.0,500万人民币,2017,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%BC%81%E4%BF%A1%E8%81%94%E7%9B%9F%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%BC%81%E4%BF%A1%E8%81%94%E7%9B%9F%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
150,苏州,苏州乐云云计算科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,49.0,300万人民币,2022,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%B9%90%E4%BA%91%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%B9%90%E4%BA%91%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
151,苏州,苏州工业软件应用创新中心有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,42.0,3000万人民币,2024,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%B7%A5%E4%B8%9A%E8%BD%AF%E4%BB%B6%E5%BA%94%E7%94%A8%E5%88%9B%E6%96%B0%E4%B8%AD%E5%BF%83%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%B7%A5%E4%B8%9A%E8%BD%AF%E4%BB%B6%E5%BA%94%E7%94%A8%E5%88%9B%E6%96%B0%E4%B8%AD%E5%BF%83%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
152,苏州,苏州伊欧陆系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,1000万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%BC%8A%E6%AC%A7%E9%99%86%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%BC%8A%E6%AC%A7%E9%99%86%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
153,苏州,苏州视拓系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,1000万人民币,2016,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E8%A7%86%E6%8B%93%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E8%A7%86%E6%8B%93%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
154,苏州,苏州泰克云飞系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,1000万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%B3%B0%E5%85%8B%E4%BA%91%E9%A3%9E%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%B3%B0%E5%85%8B%E4%BA%91%E9%A3%9E%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
155,苏州,苏州蓝水软件开发股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,27.0,300万人民币,2008,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E8%93%9D%E6%B0%B4%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E8%93%9D%E6%B0%B4%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
156,苏州,苏州云体科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,238.0,43.0,1000万人民币,2021,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%BA%91%E4%BD%93%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%BA%91%E4%BD%93%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
157,南京,南京凯普康人工智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,281.0,43.0,1000万人民币,2014,在业,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E5%87%AF%E6%99%AE%E5%BA%B7%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E5%87%AF%E6%99%AE%E5%BA%B7%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
158,南京,南京凤凰人工智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,279.0,43.0,1000万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E5%87%A4%E5%87%B0%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E5%87%A4%E5%87%B0%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
159,南京,南京曜辰人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,273.0,46.0,500万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%9B%9C%E8%BE%B0%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%9B%9C%E8%BE%B0%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
160,南京,南京终极人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,270.0,49.0,100万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%BB%88%E6%9E%81%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%BB%88%E6%9E%81%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
161,南京,南京腾亚人工智能技术研发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,258.0,46.0,500万人民币,2022,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%85%BE%E4%BA%9A%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%8A%80%E6%9C%AF%E7%A0%94%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%85%BE%E4%BA%9A%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%8A%80%E6%9C%AF%E7%A0%94%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
162,南京,颐倍康南京智能科技服务有限责任公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,256.0,43.0,1000万人民币,2016,在业,https://www.zhipin.com/web/geek/job?query=%E9%A2%90%E5%80%8D%E5%BA%B7%E5%8D%97%E4%BA%AC%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%8D%E5%8A%A1%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E9%A2%90%E5%80%8D%E5%BA%B7%E5%8D%97%E4%BA%AC%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%8D%E5%8A%A1%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,,,,,,
163,南京,南京阿曼尔软件开发有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,255.0,40.0,3000万人民币,2014,在业,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E9%98%BF%E6%9B%BC%E5%B0%94%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E9%98%BF%E6%9B%BC%E5%B0%94%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
164,南京,南京卓宇智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,43.0,1299.2万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E5%8D%93%E5%AE%87%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E5%8D%93%E5%AE%87%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
165,南京,中电电气南京智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,43.0,1000万人民币,2011,存续,https://www.zhipin.com/web/geek/job?query=%E4%B8%AD%E7%94%B5%E7%94%B5%E6%B0%94%E5%8D%97%E4%BA%AC%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E4%B8%AD%E7%94%B5%E7%94%B5%E6%B0%94%E5%8D%97%E4%BA%AC%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
166,南京,南京远思智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,43.0,1376.4839万人民币,2016,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%BF%9C%E6%80%9D%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%BF%9C%E6%80%9D%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
167,南京,南京蔚蓝智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,43.0,1658.1675万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%94%9A%E8%93%9D%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%94%9A%E8%93%9D%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
168,南京,南京治平智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,43.0,1000万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%B2%BB%E5%B9%B3%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%B2%BB%E5%B9%B3%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
169,南京,南京才丰软件技术开发有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,38.0,1000万人民币,1999,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%89%8D%E4%B8%B0%E8%BD%AF%E4%BB%B6%E6%8A%80%E6%9C%AF%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%89%8D%E4%B8%B0%E8%BD%AF%E4%BB%B6%E6%8A%80%E6%9C%AF%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
170,南京,南京鹏德软件开发有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,253.0,40.0,1000万人民币,2016,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E9%B9%8F%E5%BE%B7%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E9%B9%8F%E5%BE%B7%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
171,南京,南京轩恩软件开发有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,253.0,40.0,2200万人民币,2008,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%BD%A9%E6%81%A9%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%BD%A9%E6%81%A9%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
172,南京,南京简睿捷软件开发有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,253.0,40.0,1368.98万人民币,2015,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%AE%80%E7%9D%BF%E6%8D%B7%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%AE%80%E7%9D%BF%E6%8D%B7%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
173,南京,南京硅基智能科技集团股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,35.0,1708.4745万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%A1%85%E5%9F%BA%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%A1%85%E5%9F%BA%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
174,南京,南京专注智能科技股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,35.0,1000万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E4%B8%93%E6%B3%A8%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E4%B8%93%E6%B3%A8%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
175,南京,南京承真软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,248.0,49.0,375万人民币,2020,在业,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%89%BF%E7%9C%9F%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%89%BF%E7%9C%9F%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
